Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Test;2;4;74940;False;4ae1494b-c720-45b5-9359-5c5fff06c0d6
1;Main;0;xomoxoxoo;143469;False;4ae1494b-c720-45b5-9359-5c5fff06c0d6
2;Program;4;27;122047;False;4ae1494b-c720-45b5-9359-5c5fff06c0d6
3;Do;8;8;109793;False;4ae1494b-c720-45b5-9359-5c5fff06c0d6

