Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Main;8;xomoxoxomo;79335;False;deb2daed-9b19-4b16-8d73-19782d99f1be
1;Do;4;8;80255;False;deb2daed-9b19-4b16-8d73-19782d99f1be
2;Program;0;27;93555;False;deb2daed-9b19-4b16-8d73-19782d99f1be
3;Test;2;4;99408;False;deb2daed-9b19-4b16-8d73-19782d99f1be

