Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Test;2;4;69619;False;b8fecf79-c297-44f6-9354-bed8bca51fee
1;Main;0;xomoxoxoo;164690;False;b8fecf79-c297-44f6-9354-bed8bca51fee
2;Program;4;27;96498;False;b8fecf79-c297-44f6-9354-bed8bca51fee
3;Do;8;8;120854;False;b8fecf79-c297-44f6-9354-bed8bca51fee

