Time;Gaze.X;GazeY;SubjectID;Snippet;Indentation;TrialNumber
133460764,84671;1212,98243861539;684,298066109407;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460777,379248;1216,67826836887;682,802289047901;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460791,973218;1217,240981002;686,672973526415;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460808,431878;1219,18844656957;688,815506060458;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460820,864071;1222,32403585501;691,540595265225;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460836,463472;1225,17489564447;691,693211487728;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460851,373886;1221,30060755512;687,274865040306;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460865,810226;1206,3340347111;683,436564370523;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460881,506417;1205,77155139379;678,799641913216;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460911,798158;1204,86613434503;677,058672591514;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460926,466004;1203,99958581557;675,162843642466;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460941,620171;1218,9619371558;689,275404689415;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460956,809894;1228,35285515058;696,353746777225;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460972,799616;1233,47389496379;698,992219391728;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133460987,627857;1233,54756449456;694,338013021715;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461001,067061;1234,38806237343;689,028117377694;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461016,259549;1234,36810716984;690,832232883349;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461031,820234;1231,89609249443;685,30017988505;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461062,767778;1230,41895786548;667,235248807777;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461077,242439;1230,38947301408;667,242132623981;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461090,842433;1231,12277835147;676,404907207457;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461107,239859;1230,85469062071;669,027622816257;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461121,818816;1235,04599769461;692,868031028089;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461136,12044;1233,45902098235;698,849947046114;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461151,227595;1229,73007834922;709,976121505164;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461166,69228;1229,53877205131;710,578414374535;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461181,001805;1229,09671136103;712,418934377233;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461213,068558;1220,36540611821;712,154912153965;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461226,717145;1203,39968934872;705,327460887419;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461242,297188;1111,91118330951;604,691963473301;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461257,342713;959,015904509167;464,72026219091;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
133461271,681078;798,921727003445;318,633190407978;e2f1a12c-0c6c-4377-9cb3-7900e161543e;Do;4;0
