Time;Gaze.X;GazeY;SubjectID;Snippet;Indentation;TrialNumber
18100894,927844;960,283116684035;540,266136894524;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100907,7784068;955,482973333304;538,950940401221;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100923,1482773;952,000856998271;540,294304360528;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100938,3186417;953,15924222352;541,984032635601;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100952,1331547;953,820705046695;542,842371304738;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100968,0806052;953,061706746486;540,155624537569;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18100998,3150624;951,987752999874;540,72833843651;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101013,4052293;954,174892780609;540,858575905187;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101028,6269517;952,710484120711;537,713532078678;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101042,2028475;951,161024533414;533,716797011721;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101058,4722732;952,261221564996;534,960545754886;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101073,2147859;949,256929590607;538,716265351232;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101087,3050519;954,014735898828;538,691197655023;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101103,0925025;947,827578161114;534,472983712895;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101118,6630642;895,955199934367;486,29221118577;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101149,6706569;841,78822017479;429,784797928383;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
18101164,191145;813,479056010891;395,272480287982;2a020c38-c194-4a9e-9c74-d20a3c303cec;Do;4;0
