SubjectName;FixationCount;FixationCountPerSec;FixationDurationMean;FixationDurationMedian;SaccadeRatio;SaccadeLengthAverage;TrialSequence;TrialID;TrialName;Column1;Snippet;Indentation;SubjectID
yn;470.0;3872743.0;175491000000000.0;149.0;679633000000000.0;122823.0;3.0;3.0;Do8.jpg;;Do;Indent 8;7567cd4b-d1d0-4784-afea-746593590c8a
yvn;315.0;3252889.0;214387000000000.0;157.0;69737800000000.0;124271.0;0.0;2.0;Do4.jpg;;Do;Indent 4;db813ec1-a4b3-459b-8fe5-f7922f07c48a
yvn;923.0;3284651.0;212106000000000.0;151.0;696695000000000.0;1140512.0;1.0;11.0;Program8.jpg;;Program;Indent 8;db813ec1-a4b3-459b-8fe5-f7922f07c48a
yvn;233.0;273192.0;1611330000000.0;120.0;440203000000000.0;16512.0;2.0;12.0;Test0.jpg;;Test;Indent 0;db813ec1-a4b3-459b-8fe5-f7922f07c48a
yvn;533.0;3482067.0;172527000000000.0;135.0;600751000000000.0;1260134.0;3.0;5.0;Main2.jpg;;Main;Indent 2;db813ec1-a4b3-459b-8fe5-f7922f07c48a
zk;317.0;3183242.0;229136000000000.0;163.0;729394000000000.0;1556917.0;0.0;9.0;Program2.jpg;;Program;Indent 2;79b33ae4-e339-4191-af55-ddbcc2be341a
zk;294.0;3579211.0;180905000000000.0;149.0;647496000000000.0;1752836.0;1.0;7.0;Main8.jpg;;Main;Indent 8;79b33ae4-e339-4191-af55-ddbcc2be341a
zk;197.0;2771564.0;194888000000000.0;163.0;540145000000000.0;144681.0;2.0;2.0;Do4.jpg;;Do;Indent 4;79b33ae4-e339-4191-af55-ddbcc2be341a
zk;93.0;1252559.0;165667000000000.0;119.0;207507000000000.0;2299629.0;3.0;12.0;Test0.jpg;;Test;Indent 0;79b33ae4-e339-4191-af55-ddbcc2be341a
zyk;91.0;7766758.0;187396000000000.0;163.0;145546000000000.0;1481746.0;0.0;13.0;Test2.jpg;;Test;Indent 2;ddeea276-af9c-4fd7-8222-a502765ea86b
zyk;0.0;1;1;1;1;1;1.0;4.0;Main0.jpg;;Main;Indent 0;ddeea276-af9c-4fd7-8222-a502765ea86b
zyk;3.0;2535004.0;165.0;182.0;418276000000000.0;2427539.0;2.0;10.0;Program4.jpg;;Program;Indent 4;ddeea276-af9c-4fd7-8222-a502765ea86b
zyk;0.0;1;1;1;1;1;3.0;3.0;Do8.jpg;;Do;Indent 8;ddeea276-af9c-4fd7-8222-a502765ea86b
