Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Test;2;28;127127;False;b5ae633c-2a0f-4be2-b750-98e1f55cdade
1;Main;0;xomoxoxomo;141126;False;b5ae633c-2a0f-4be2-b750-98e1f55cdade
2;Program;4;27;100883;False;b5ae633c-2a0f-4be2-b750-98e1f55cdade
3;Do;8;8;89942;False;b5ae633c-2a0f-4be2-b750-98e1f55cdade

