Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Do;4;8;92433;False;db813ec1-a4b3-459b-8fe5-f7922f07c48a
1;Program;8;30;276113;False;db813ec1-a4b3-459b-8fe5-f7922f07c48a
2;Test;0;4;78096;False;db813ec1-a4b3-459b-8fe5-f7922f07c48a
3;Main;2;xomoxoxoo;153088;False;db813ec1-a4b3-459b-8fe5-f7922f07c48a

