Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Test;2;4;148246;False;37fa1096-5dfd-4de0-95c5-7faf8e02f999
1;Main;0;xomoxoxoo;180059;False;37fa1096-5dfd-4de0-95c5-7faf8e02f999
2;Program;4;6;231104;False;37fa1096-5dfd-4de0-95c5-7faf8e02f999
3;Do;8;;303740;True;37fa1096-5dfd-4de0-95c5-7faf8e02f999

