Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Test;2;4;65211;False;b382cb61-c4bb-45b9-a314-c4f74187715a
1;Main;0;xomoxoxoo;123789;False;b382cb61-c4bb-45b9-a314-c4f74187715a
2;Program;4;1231011;49712;False;b382cb61-c4bb-45b9-a314-c4f74187715a
3;Do;8;8;98684;False;b382cb61-c4bb-45b9-a314-c4f74187715a

