Number;Snippet;Indentation;Result;Time;TimeOut;SubjectID
0;Main;0;xomoxoxoo;97855;False;afec3d90-808c-4c50-b759-535754388ceb
1;Do;8;8;62873;False;afec3d90-808c-4c50-b759-535754388ceb
2;Test;4;4;74171;False;afec3d90-808c-4c50-b759-535754388ceb
3;Program;2;27;108413;False;afec3d90-808c-4c50-b759-535754388ceb

